twitter.retweet.count,twitter.retweeted.user.name,links.url,interaction.source,twitter.retweet.user.screen_name,twitter.user.description,interaction.geo.latitude,twitter.retweet.user.id_str,twitter.user.verified,klout.amplification,twitter.user.id,twitter.geo.latitude,interaction.geo.longitude,twitter.place.full_name,twitter.user.listed_count,twitter.retweet.domains,links.retweet_count,twitter.user.url,twitter.user.name,demographic.gender,twitter.place.name,salience.content.entities,twitter.retweet.user.geo_enabled,twitter.retweet.user.statuses_count,twitter.text,twitter.place.id,twitter.mentions,twitter.user.id_str,twitter.retweet.user.lang,twitter.id,twitter.retweet.user.utc_offset,twitter.retweeted.user.listed_count,twitter.retweeted.user.utc_offset,twitter.source,klout.score,interaction.author.username,twitter.retweeted.user.id,twitter.geo.longitude,twitter.place.url,twitter.retweeted.user.followers_count,links.created_at,twitter.retweet.user.created_at,twitter.retweeted.user.friends_count,interaction.created_at,twitter.place.country,twitter.retweet.text,twitter.links,twitter.user.statuses_count,twitter.domains,twitter.retweet.links,twitter.user.followers_count,interaction.author.link,twitter.retweet.user.id,interaction.type,klout.true_reach,interaction.id,twitter.retweet.user.followers_count,links.title,twitter.retweet.created_at,twitter.retweeted.created_at,twitter.user.time_zone,twitter.place.place_type,twitter.retweeted.user.location,klout.network,twitter.user.friends_count,twitter.retweet.source,interaction.link,twitter.retweet.user.listed_count,twitter.retweet.id,twitter.retweet.user.location,twitter.retweet.user.description,twitter.retweeted.user.url,twitter.user.screen_name,interaction.author.id,twitter.retweet.user.url,twitter.user.location,twitter.in_reply_to_screen_name,twitter.retweet.user.friends_count,interaction.tags,twitter.retweeted.user.time_zone,interaction.author.avatar,language.tag,twitter.user.created_at,twitter.retweeted.user.statuses_count,twitter.user.geo_enabled,twitter.retweet.mentions,twitter.retweeted.user.description,interaction.content,twitter.retweeted.user.screen_name,twitter.retweet.user.time_zone,language.confidence,twitter.user.lang,klout.topics,twitter.in_reply_to_status_id,twitter.in_reply_to_user_id,twitter.place.country_code,salience.content.sentiment,twitter.retweeted.user.geo_enabled,twitter.retweeted.source,twitter.retweeted.user.created_at,twitter.user.utc_offset,twitter.retweeted.user.lang,interaction.author.name,twitter.created_at,twitter.retweet.user.name,twitter.retweeted.id,twitter.retweeted.user.id_str
11,"Abdulrahman Bay☮un","","Twitter for iPhone","LodyZz","","","547013022","",4,"","","","","","","","","","","","",true,275,"","","","","ar","224167142923304960","",5,10800,"",23,"LodyZz",66012980,"","",729,"","Fri, 06 Apr 2012 16:25:00 +0000",79,"Sat, 14 Jul 2012 15:43:06 +0000","","haha shut up bieber ! :CC @Amro_K_D http://t.co/ITVCFHHf","","","","","","http://twitter.com/LodyZz",547013022,"twitter",69,"1e1cdca9aadea100e074c3b8bd49cbd8",41,"","Sat, 14 Jul 2012 15:43:06 +0000","Sat, 14 Jul 2012 11:27:30 +0000","","","Saudi Arabia",5.32,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/LodyZz/statuses/224167142923304960","","224167142923304960","Riyadh City","PC,PS3 Gamer, IOS whisper","http://z-pad.net","",547013022,"","","",257,"[""ABN AMRO""]","Riyadh","http://a0.twimg.com/profile_images/2393513619/image_normal.jpg","en","",6146,"","[""Amro_K_D""]","IT Student, GameR , Editor @ Z-pad.net.كنت أبي اصير طبيب جنائي لكن مدري كيف انتهي الوضع فيني بتقنية المعلومات.مدمن ألعاب، وكاتب في موقع يسمونه زيباد. كفاية كذا","RT @Abed_Bayoun: haha shut up bieber ! :CC @Amro_K_D http://t.co/ITVCFHHf","Abed_Bayoun","",64,"","","","","","","","web","Sun, 16 Aug 2009 00:35:34 +0000","","en","Khalid Alashwal","","Khalid Alashwal","224102817437196288","66012980"
12,"Abdulrahman Bay☮un","","Twitter for BlackBerry®","araby1997","","","565456185","",2,"","","","","","","","","","male","","","",8,"","","","","ar","224170156392329216","",5,10800,"",10,"araby1997",66012980,"","",729,"","Sat, 28 Apr 2012 11:38:31 +0000",79,"Sat, 14 Jul 2012 15:55:04 +0000","","haha shut up bieber ! :CC @Amro_K_D http://t.co/ITVCFHHf","","","","","","http://twitter.com/araby1997",565456185,"twitter",1,"1e1cdcc46a3fac00e07410991a4522f0",2,"","Sat, 14 Jul 2012 15:55:04 +0000","Sat, 14 Jul 2012 11:27:30 +0000","","","Saudi Arabia",0.46,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","http://twitter.com/araby1997/statuses/224170156392329216","","224170156392329216","","","http://z-pad.net","",565456185,"","","",14,"[""ABN AMRO""]","Riyadh","http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png","en","",6146,"","[""Amro_K_D""]","IT Student, GameR , Editor @ Z-pad.net.كنت أبي اصير طبيب جنائي لكن مدري كيف انتهي الوضع فيني بتقنية المعلومات.مدمن ألعاب، وكاتب في موقع يسمونه زيباد. كفاية كذا","RT @Abed_Bayoun: haha shut up bieber ! :CC @Amro_K_D http://t.co/ITVCFHHf","Abed_Bayoun","",64,"","","","","","","","web","Sun, 16 Aug 2009 00:35:34 +0000","","en","abdelrahman araby","","abdelrahman araby","224102817437196288","66012980"
14,"Abdulrahman Bay☮un","","Twitter for iPhone","swink_","","","407378344","",2,"","","","","","","","","","","","","",392,"","","","","en","224291089216045057","",5,10800,"",10,"swink_",66012980,"","",730,"","Tue, 08 Nov 2011 00:39:23 +0000",80,"Sat, 14 Jul 2012 23:55:37 +0000","","haha shut up bieber ! :CC @Amro_K_D http://t.co/ITVCFHHf","","","","","","http://twitter.com/swink_",407378344,"twitter",3,"1e1ce0f6872aa280e074b3afef2bd5e0",28,"","Sat, 14 Jul 2012 23:55:37 +0000","Sat, 14 Jul 2012 11:27:30 +0000","","","Saudi Arabia",0.4,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/swink_/statuses/224291089216045057","","224291089216045057","","","http://z-pad.net","",407378344,"","","",157,"[""ABN AMRO""]","Riyadh","http://a0.twimg.com/profile_images/2384500714/image_normal.jpg","en","",6149,"","[""Amro_K_D""]","IT Student, GameR , Editor @ Z-pad.net.كنت أبي اصير طبيب جنائي لكن مدري كيف انتهي الوضع فيني بتقنية المعلومات.مدمن ألعاب، وكاتب في موقع يسمونه زيباد. كفاية كذا","RT @Abed_Bayoun: haha shut up bieber ! :CC @Amro_K_D http://t.co/ITVCFHHf","Abed_Bayoun","",64,"","","","","","","","web","Sun, 16 Aug 2009 00:35:34 +0000","","en"," Abood",""," Abood","224102817437196288","66012980"
"","","","Twitter for BlackBerry®","","Je hebt de liefde... en dan nog het leven, haar vijand. Geïnteresseerd in politiek, psychologie, media en gek op dieren... tikkeltje ongeduldig","","","",4,366714278,"","","",1,"","","","Vanessa","","","","","","@Rabobank Rabobank intertel help lijn is niet bereikbaar. Kunt u mij helpen mn pas te activeren? Verneem graag van u. Cc. @Objectivist_Def","","[""Rabobank"",""Objectivist_Def""]","366714278","","224464437724196864","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",37,"LA_250","","","","","","","","Sun, 15 Jul 2012 11:24:26 +0000","","","",1676,"","",193,"http://twitter.com/LA_250","","twitter",351,"1e1ce6fa2739a100e0748103a900ebac","","","","","Amsterdam","","",12.93,338,"","http://twitter.com/LA_250/statuses/224464437724196864","","","","","","LA_250",366714278,"","","Rabobank","","[""Rabobank""]","","http://a0.twimg.com/profile_images/2269311193/s3tblvag8mufnt1mja7s_normal.jpeg","nl","Fri, 02 Sep 2011 17:45:53 +0000","","","","","@Rabobank Rabobank intertel help lijn is niet bereikbaar. Kunt u mij helpen mn pas te activeren? Verneem graag van u. Cc. @Objectivist_Def","","",95,"nl","[""poems""]","224413606761078784","7385462","","","","","",3600,"","Vanessa","Sun, 15 Jul 2012 11:24:26 +0000","","",""
"","","","Twitter for BlackBerry®","","OneOfAKind :)","","","",4,296601455,"","","",3,"","","","Siti Khadijah","","","","","","From ASTRO to ABN ehem ehem cc@yuppypower. :D :D","","","296601455","","224528139227889664","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",33,"KathyHalid","","","","","","","","Sun, 15 Jul 2012 15:37:34 +0000","","","",11187,"","",471,"http://twitter.com/KathyHalid","","twitter",243,"1e1ce92ff347a300e074c4c594d88248","","","","","","","",9.61,372,"","http://twitter.com/KathyHalid/statuses/224528139227889664","","","","","","KathyHalid",296601455,"","Keramat KL Or Shah Alam","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2354116743/IMG03171-20120630-1238-11_normal.jpg","en","Wed, 11 May 2011 02:30:39 +0000","","","","","From ASTRO to ABN ehem ehem cc@yuppypower. :D :D","","",61,"en","[""homosexuality"",""surgery"",""plastic"",""cats"",""food""]","","","",0,"","","","","","Siti Khadijah","Sun, 15 Jul 2012 15:37:34 +0000","","",""
"","","","web","","Voetballer van 't sterrenensemble van KOSC A2.  Helden; Gerrard, Boulahrouz, Jimmy Bullard, James May","","","",4,62069923,"","","","","","","http://kosca2.wordpress.com","Toon Brunninkhuis","","","","","","Ik stel voor dat Vancosolleil en Rabobank komende etappes samen gaan koersen. Onder naam: Oranje Leeuwtjes bijv. cc. @laurenstendam","","[""laurenstendam""]","62069923","","224549225038491651","","","","web",26,"FCToon","","","","","","","","Sun, 15 Jul 2012 17:01:21 +0000","","","",4318,"","",227,"http://twitter.com/FCToon","","twitter",91,"1e1ce9eb387ca680e07461aa4033f5a4","","","","","Amsterdam","","",6.94,676,"","http://twitter.com/FCToon/statuses/224549225038491651","","","","","","FCToon",62069923,"","Ootmarsum ","","","[""Rabobank""]","","http://a0.twimg.com/profile_images/1721515367/toon_normal.jpeg","nl","Sat, 01 Aug 2009 16:49:19 +0000","",true,"","","Ik stel voor dat Vancosolleil en Rabobank komende etappes samen gaan koersen. Onder naam: Oranje Leeuwtjes bijv. cc. @laurenstendam","","",100,"en","","","","","","","","",3600,"","Toon Brunninkhuis","Sun, 15 Jul 2012 17:01:21 +0000","","",""
"","","","YoruFukurou","","Wetenschap, vooral cognitie, geluid en muziek. Politiek. Lifi, hond, kat, visschen","","","",6,20454258,"","","",14,"","","","≻⋏⋎≺ ","","","","","","Aha, de ING heeft tegenwoordig een server staan op de Cocos-eilanden (.cc). Even inloggen met mijn 'uw bestaande gegevens'.","","","20454258","","224586902337097728","","","","<a href=""http://sites.google.com/site/yorufukurou/"" rel=""nofollow"">YoruFukurou</a>",42,"_ddk","","","","","","","","Sun, 15 Jul 2012 19:31:04 +0000","","","",10475,"","",241,"http://twitter.com/_ddk","","twitter",751,"1e1ceb39dd0cac00e074afe9f3d22c5a","","","","","Amsterdam","","",20.01,248,"","http://twitter.com/_ddk/statuses/224586902337097728","","","","","","_ddk",20454258,"","Netherlands","","","[""Rabobank""]","","http://a0.twimg.com/profile_images/2385700260/jusr5seuizpnf6zyq6o4_normal.jpeg","nl","Mon, 09 Feb 2009 18:25:53 +0000","","","","","Aha, de ING heeft tegenwoordig een server staan op de Cocos-eilanden (.cc). Even inloggen met mijn 'uw bestaande gegevens'.","","",94,"en","[""disqus"",""google analytics""]","","","","","","","",3600,"","≻⋏⋎≺ ","Sun, 15 Jul 2012 19:31:04 +0000","","",""
"","","","UberSocial for BlackBerry","","bacot-cantik-cerewet-ceria-gila-heboh-jahil-jelek-judes-jorok-konyol-lucu-malas-menarik-moody-ramah-rese-santai-supel-unik-unyu-pemarah-inrel wf @tinja_berjalan","","","",9,227143873,"","","","","","","","Rara Rheydian","","","","","","Sosialisasi itu krg penting. BOSAAAN!!! LUNGOOYY!!! Cc : @SyahFittt @Fathur_ALs @Adindaniy @RyanTirta39 @Augita_Sp hadaaawww, dk garang abn","","[""SyahFittt"",""Fathur_ALs"",""Adindaniy"",""RyanTirta39"",""Augita_Sp""]","227143873","","224778121835069440","","","","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",43,"ranoett","","","","","","","","Mon, 16 Jul 2012 08:10:55 +0000","","","",4907,"","",300,"http://twitter.com/ranoett","","twitter",1099,"1e1cf1dc42b5a180e074f7a2b432bc56","","","","","Pacific Time (US & Canada)","","",22.05,222,"","http://twitter.com/ranoett/statuses/224778121835069440","","","","","","ranoett",227143873,"","Di rumah nenek","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2343505782/raraaa_normal.jpg","ms","Thu, 16 Dec 2010 01:35:31 +0000","","","","","Sosialisasi itu krg penting. BOSAAAN!!! LUNGOOYY!!! Cc : @SyahFittt @Fathur_ALs @Adindaniy @RyanTirta39 @Augita_Sp hadaaawww, dk garang abn","","",100,"en","","","","","","","","",-28800,"","Rara Rheydian","Mon, 16 Jul 2012 08:10:55 +0000","","",""
"","","","TweetDeck","","Uitgever/directeur Van Duuren Media (ICT-, management en fotografieboeken). Directeur/mede-eigenaar van Yindo. ","","","",9,38138966,"","","",52,"","","http://www.vanduurenmedia.nl","Bob van Duuren","","","","","","@JeanPaulH Ach, ik zeg ook nog altijd ABN :D &lt;gd&amp;r&gt; cc @ABNAMRO","","[""JeanPaulH"",""ABNAMRO""]","38138966","","224866084837273602","","","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",40,"bobvanduuren","","","","","","","","Mon, 16 Jul 2012 14:00:27 +0000","","","",3533,"","",919,"http://twitter.com/bobvanduuren","","twitter",374,"1e1cf4e98748af80e07416111cc26022","","","","","Amsterdam","","",19.1,912,"","http://twitter.com/bobvanduuren/statuses/224866084837273602","","","","","","bobvanduuren",38138966,"","Culemborg, Nederland","JeanPaulH","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/1172205040/Foto_bob_nieuw_normal.jpg","nl","Wed, 06 May 2009 08:11:18 +0000","","","","","@JeanPaulH Ach, ik zeg ook nog altijd ABN :D &lt;gd&amp;r&gt; cc @ABNAMRO","","",100,"nl","[""publishing"",""rotterdam""]","224865805303681025","6236612","","","","","",3600,"","Bob van Duuren","Mon, 16 Jul 2012 14:00:27 +0000","","",""
"","","[""http://www.foodlog.nl/artikel/ing-voedselprijzen-stijgen-omzetgroei-vlakt-af/""]","Tweet Button","","Branddoctors | Conversation Specialist | WFP | Parool | MTV | Apple | Velour | American Apparel | GQ | Taschen | GZG | NOH8 | Single | Amsterdam | Love Life","","","",28,25302505,"","","",4,"","[8]","","Jeroen Siegerink","","","","","","ING: slager en groenteboer verdwijnen, omzet komt terug in OOH gemaksconconcepten - Foodlog: http://t.co/YQCEGr0B (cc @RobBesseling)","","[""RobBesseling""]","25302505","","224892410637987841","","","","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",49,"jeroensiegerink","","","","","[""Fri, 13 Jul 2012 04:55:46 +0000""]","","","Mon, 16 Jul 2012 15:45:03 +0000","","","[""http://bit.ly/NpGEzP""]",778,"[""bit.ly""]","",208,"http://twitter.com/jeroensiegerink","","twitter",673,"1e1cf5d353e2a980e0747ae85ab08812","","[""ING: slager en groenteboer verdwijnen - Foodlog""]","","","Amsterdam","","",35.5,200,"","http://twitter.com/jeroensiegerink/statuses/224892410637987841","","","","","","jeroensiegerink",25302505,"","Amsterdam, the Netherlands","","","[""Rabobank""]","","http://a0.twimg.com/profile_images/1235915070/image_normal.jpg","nl","Thu, 19 Mar 2009 14:18:47 +0000","",true,"","","ING: slager en groenteboer verdwijnen, omzet komt terug in OOH gemaksconconcepten - Foodlog: http://t.co/YQCEGr0B (cc @RobBesseling)","","",100,"en","[""community"",""linkedin""]","","","","","","","",3600,"","Jeroen Siegerink","Mon, 16 Jul 2012 15:45:03 +0000","","",""
"","","","HootSuite","","Oprichter Sportcareers.be, hét carrièreplatform voor Belgische sportprofessionals | Sportcareer coach | Sportbusiness | Surfing | Sportmarketing | Just do it!","","","",18,169616043,"","","",37,"","","http://www.sportcareers.be","Jelle Verdoodt","","","","","","Rabobank is een mooie (#socialmedia en #sportsponsoring) benchmark met de campagne 'van begin tot goud'! http://t.co/N8olUBVE cc@nonunsenses","","","169616043","","224896859292962817","","","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",51,"Sportcareers","","","","","","","","Mon, 16 Jul 2012 16:02:44 +0000","","","[""http://ow.ly/cgOub""]",6400,"[""ow.ly""]","",1266,"http://twitter.com/Sportcareers","","twitter",1452,"1e1cf5fada5eaa00e07446a105728b08","","","","","Brussels","","",35.7,1426,"","http://twitter.com/Sportcareers/statuses/224896859292962817","","","","","","Sportcareers",169616043,"","Beervelde","","","[""Rabobank""]","","http://a0.twimg.com/profile_images/2142065616/Sportvacature_sport_vacature_Jelle_Verdoodt_normal.jpg","nl","Thu, 22 Jul 2010 19:28:10 +0000","",true,"","","Rabobank is een mooie (#socialmedia en #sportsponsoring) benchmark met de campagne 'van begin tot goud'! http://t.co/N8olUBVE cc@nonunsenses","","",100,"nl","[""nike"",""clubs"",""games"",""starbucks"",""red bull""]","","","","","","","",3600,"","Jelle Verdoodt","Mon, 16 Jul 2012 16:02:44 +0000","","",""
"","","","Twitter for BlackBerry®","","DJ/Producer. Member of @ElectricDeepSA & @theJLOR ","","","",5,580290273,"","","","","","","http://soundcloud.com/tintan-ed","Tin-Tan(ED&JLOR)","mostly_male","","[{""name"":""Terry Lee Brown Jr"",""sentiment"":0,""confident"":1,""label"":""Person"",""evidence"":1,""type"":""Person"",""about"":1}]","","","Terry Lee Brown Jr - Baltimore(Bass  Amro Remix) Cc@Nuno_88","","","580290273","","225012581637701632","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",29,"Tin_TanSA","","","","","","","","Mon, 16 Jul 2012 23:42:34 +0000","","","",389,"","",61,"http://twitter.com/Tin_TanSA","","twitter",121,"1e1cf9fea91da100e074e57edc0ce8c0","","","","","","","",8.5,92,"","http://twitter.com/Tin_TanSA/statuses/225012581637701632","","","","","","Tin_TanSA",580290273,"","Johannesburg, South Africa","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2342824439/IMG-20120516-00570_normal.jpg","en","Mon, 14 May 2012 20:24:19 +0000","","","","","Terry Lee Brown Jr - Baltimore(Bass  Amro Remix) Cc@Nuno_88","","",61,"en","","","","",0,"","","","","","Tin-Tan(ED&JLOR)","Mon, 16 Jul 2012 23:42:34 +0000","","",""
"","","","Twitter for BlackBerry®","","I am many things, but on a journey to discover what they are","","","",10,288159910,"","","","","","","http://www.houseonmag.com","Moeng Mokoena","","","[{""name"":""Terry Lee Brown Jr"",""sentiment"":0,""confident"":1,""label"":""Person"",""evidence"":1,""type"":""Person"",""about"":1,""themes"":[""ish right""]}]","","","That's the ish right there man!! Hot Jam RT @Tin_TanSA: Terry Lee Brown Jr - Baltimore(Bass Amro Remix) Cc Nuno_88","","[""Tin_TanSA""]","288159910","","225016606881886209","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",40,"Nuno_88","","","","","","","","Mon, 16 Jul 2012 23:58:34 +0000","","","",3743,"","",161,"http://twitter.com/Nuno_88","","twitter",416,"1e1cfa226c63a100e0745248d8cde956","","","","","","","",18.06,317,"","http://twitter.com/Nuno_88/statuses/225016606881886209","","","","","","Nuno_88",288159910,"","","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2278916769/DSC_0489_normal.jpg","en","Tue, 26 Apr 2011 10:39:31 +0000","","","","","That's the ish right there man!! Hot Jam RT @Tin_TanSA: Terry Lee Brown Jr - Baltimore(Bass Amro Remix) Cc Nuno_88","","",100,"en","[""music"",""surgery"",""kitchen"",""books"",""cats""]","","","",0,"","","","","","Moeng Mokoena","Mon, 16 Jul 2012 23:58:34 +0000","","",""
"","","","Mobile Web","","tengo que aprender a fingir mas y no mostrar lo que siento","","","",8,347528652,"","","","","","","","A ☮","","","","","","Hagmos el amro que te pareccc c c cc","","","347528652","","225075852092768256","","","","<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",37,"abifogel","","","","","","","","Tue, 17 Jul 2012 03:53:59 +0000","","","",7450,"","",111,"http://twitter.com/abifogel","","twitter",205,"1e1cfc309ee2a580e074a3e5cd208dde","","","","","","","",15.44,58,"","http://twitter.com/abifogel/statuses/225075852092768256","","","","","","abifogel",347528652,"","","","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2388417053/0hdkq6m6s21mh5bqwl7g_normal.jpeg","es","Tue, 02 Aug 2011 23:06:16 +0000","","","","","Hagmos el amro que te pareccc c c cc","","",61,"es","","","","",0,"","","","","","A ☮","Tue, 17 Jul 2012 03:53:59 +0000","","",""
"","","","TweetCaster for Android","","SangGURU",-7.9599971,"","",5,65330059,-7.9599971,112.6067707,"Sukun, Kota Malang",2,"","","http://hendrijanto.wordpress.com","Mazhend SangGURU","","Sukun","","","","@Indera_Lamps8 yg tipe Monster 250 cc harga 250 jt OTR. Sdh saya DP 249.990.000. Kurangnya silahkan transfer ke rek. 81120200801  AMRO BANK","e4d3eb9106fe011f","[""Indera_Lamps8""]","65330059","","225495680880353281","","","","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",38,"Mazhendnandez","",112.6067707,"http://api.twitter.com/1/geo/id/e4d3eb9106fe011f.json","","","","","Wed, 18 Jul 2012 07:42:14 +0000","Indonesia","","",7099,"","",430,"http://twitter.com/Mazhendnandez","","twitter",426,"1e1d0ac17330af00e0740fe32c821e3e","","","","","Jakarta","city","",14.23,443,"","http://twitter.com/Mazhendnandez/statuses/225495680880353281","","","","","","Mazhendnandez",65330059,"","ÜT: -7.7810329,112.3165625","Indera_Lamps8","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2404159932/profile_normal.jpg","id","Thu, 13 Aug 2009 09:59:43 +0000","",true,"","","@Indera_Lamps8 yg tipe Monster 250 cc harga 250 jt OTR. Sdh saya DP 249.990.000. Kurangnya silahkan transfer ke rek. 81120200801  AMRO BANK","","",100,"en","[""manchester united"",""pak"",""real madrid c.f."",""chelsea"",""espn""]","225484301876203521","177890583","ID","","","","",25200,"","Mazhend SangGURU","Wed, 18 Jul 2012 07:42:14 +0000","","",""
"","","","Twitter for Android",""," Volatile's guitarist. ex-UTPian, INTI-an, ","","","",6,326796284,"","","","","","","","hazeeq","","","","","","@KamalSuriaa @snailazman what about hazwan? Abn said smething about hazwan. Kamal, Go cc him. Hahahaha","","[""KamalSuriaa"",""snailazman""]","326796284","","225533240474206209","","","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",36,"hazeeqmuhaimien","","","","","","","","Wed, 18 Jul 2012 10:11:29 +0000","","","",5240,"","",295,"http://twitter.com/hazeeqmuhaimien","","twitter",292,"1e1d0c0f0cb9ae80e0741595fe63c82c","","","","","","","",11.98,201,"","http://twitter.com/hazeeqmuhaimien/statuses/225533240474206209","","","","","","hazeeqmuhaimien",326796284,"","bukit jelutong, shah alam :D","KamalSuriaa","","[""ABN AMRO""]","","http://a0.twimg.com/profile_images/2403212326/JEBDvPtn_normal","en","Thu, 30 Jun 2011 14:13:47 +0000","","","","","@KamalSuriaa @snailazman what about hazwan? Abn said smething about hazwan. Kamal, Go cc him. Hahahaha","","",100,"en","[""apa"",""movies"",""law"",""nasa"",""cars""]","225532723836624898","309112869","",0,"","","","","","hazeeq","Wed, 18 Jul 2012 10:11:29 +0000","","",""
"","","[""http://twitter.com/jwboissevain/status/225551652080463872/photo/1""]","Twitter for BlackBerry®","","Hoofd Informatievoorziening Den Bosch | Archivist | slow food | music | movies | arts | reading | wining and dining | my guy Anto | personal Tw","","","",11,235284295,"","","",9,"","[0]","","frieke","","","","","","Speciaal cc @corineahlr ;) #rabobank » ""@jwboissevain: Prachtige cartoon #fd Hein de Kort over banken anno Toen en Nu http://t.co/FwF9rQJE""","","[""corineahlr"",""jwboissevain""]","235284295","","225560858112180225","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",40,"frieke72","","","","","[""Wed, 18 Jul 2012 12:01:18 +0000""]","","","Wed, 18 Jul 2012 12:01:13 +0000","","","[""http://bit.ly/MsoGdc""]",4762,"[""bit.ly""]","",202,"http://twitter.com/frieke72","","twitter",344,"1e1d0d0452a4aa80e074f0cc9bd684dc","","[""Twitter / jwboissevain: Prachtige cartoon in #fd v""]","","","Amsterdam","","",18.79,210,"","http://twitter.com/frieke72/statuses/225560858112180225","","","","","","frieke72",235284295,"","netherlands","","","[""Rabobank""]","","http://a0.twimg.com/profile_images/1298142329/20100918-2_normal.jpg","nl","Fri, 07 Jan 2011 20:20:34 +0000","","","","","Speciaal cc @corineahlr ;) #rabobank » ""@jwboissevain: Prachtige cartoon #fd Hein de Kort over banken anno Toen en Nu http://t.co/FwF9rQJE""","","",63,"en","[""yammer""]","","","","","","","",3600,"","frieke","Wed, 18 Jul 2012 12:01:13 +0000","","",""
0,"frieke","[""http://twitter.com/jwboissevain/status/225551652080463872/photo/1""]","Twitter for iPhone","corineahlr","","","281482308","",10,"","","","","","[""bit.ly""]","[0]","","","","","",true,1187,"","","","","en","225561264057876482","",9,3600,"",38,"corineahlr",235284295,"","",202,"[""Wed, 18 Jul 2012 12:01:18 +0000""]","Wed, 13 Apr 2011 11:14:05 +0000",210,"Wed, 18 Jul 2012 12:02:50 +0000","","Speciaal cc @corineahlr ;) #rabobank » ""@jwboissevain: Prachtige cartoon #fd Hein de Kort over banken anno Toen en Nu http://t.co/FwF9rQJE""","","","","[""http://bit.ly/MsoGdc""]","","http://twitter.com/corineahlr",281482308,"twitter",287,"1e1d0d07efb5a100e074f3b166dc16c6",181,"[""Twitter / jwboissevain: Prachtige cartoon in #fd v""]","Wed, 18 Jul 2012 12:02:50 +0000","Wed, 18 Jul 2012 12:01:13 +0000","","","netherlands",16.45,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://twitter.com/corineahlr/statuses/225561264057876482",5,"225561264057876482","utrecht","Discovery consists not in seeking new lands, but in seeing with new eyes.\r\n\r\ninspriratie | creatie | innovatie | trainee informatiemanagement","","",281482308,"http://re.vu/corineahlrichs","","",196,"[""Rabobank""]","Amsterdam","http://a0.twimg.com/profile_images/1310071676/alice___olivia_normal.jpg","nl","",4762,"","[""corineahlr"",""jwboissevain""]","Hoofd Informatievoorziening Den Bosch | Archivist | slow food | music | movies | arts | reading | wining and dining | my guy Anto | personal Tw","RT @frieke72: Speciaal cc @corineahlr ;) #rabobank » ""@jwboissevain: Prachtige cartoon #fd Hein de Kort over banken anno Toen en Nu http ...","frieke72","",62,"","","","","","","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Fri, 07 Jan 2011 20:20:34 +0000","","en","Corine","","Corine","225560858112180225","235284295"
